,Students age,Gender,Relationship status,Type of University,Father's education,Mother's education,Father's Occupation,Mother's Occupation,Family Income(monthly),Number of Siblings,Parental status,Previous School Location,Previous College Location,SSC result,HSC result,Scholarship in SSC,Scholarship in HSC,Accommodation,Weekly Study Time at home,Reading Scientific books/articles/journals,Reading Non-Scientific books/articles/journals,Attendance in class,Mid-Term Exam Preparation,Taking Exam Preparation,Taking Class Note,Any Co-curricular activity,Attend any Seminar related to department,Any part-time job,Smoking,Sports/ Exercise,Undergraduate 1st semester result (CGPA/GPA out of 4)
620,1,0,0,1,0,0,2,4,0,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,3
621,0,1,0,1,2,2,2,4,1,3,0,1,2,3,3,0,0,2,1,0,1,1,1,1,2,1,0,1,0,1,1
622,0,1,0,0,3,2,0,4,1,2,0,2,1,3,3,1,0,2,2,0,0,2,1,1,1,0,1,0,0,1,2
623,2,0,0,2,2,1,2,4,1,1,0,1,1,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,2,2
624,1,0,0,1,1,2,2,4,0,1,0,1,1,3,3,0,0,3,2,1,1,2,1,2,2,1,1,0,0,1,5
625,1,1,1,1,4,3,3,4,4,1,0,2,2,3,3,0,0,0,1,1,1,2,1,1,2,1,1,0,0,1,6
626,1,1,0,2,3,2,2,2,1,2,0,1,1,2,3,0,0,2,0,0,0,1,0,1,1,1,1,1,0,1,1
627,2,0,0,1,3,1,3,4,2,1,0,1,1,3,3,1,1,1,1,1,1,2,2,1,1,1,1,3,0,1,6
628,1,0,0,1,4,3,2,4,4,2,0,2,1,3,3,1,0,1,2,1,0,2,2,1,1,1,1,0,0,1,6
629,1,1,1,1,2,2,2,4,4,1,0,1,1,3,2,0,0,0,1,0,1,2,2,1,1,1,1,0,0,0,5
630,0,0,0,2,4,4,3,3,2,1,0,1,1,3,3,1,1,2,1,1,1,2,2,1,2,0,0,0,0,1,6
631,2,0,0,2,1,1,2,4,2,3,0,2,1,3,3,1,1,1,3,1,1,2,1,2,2,1,1,0,0,1,7
632,1,0,0,2,1,1,2,4,0,1,0,0,0,2,2,0,0,2,1,0,0,2,1,1,1,0,1,0,0,1,5
633,0,0,0,2,2,2,2,4,0,1,0,0,0,3,3,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,3
634,1,0,0,2,3,3,3,4,2,1,0,2,1,3,3,0,0,1,3,1,1,1,2,1,1,1,1,3,0,1,7
635,2,0,0,2,2,1,2,4,0,1,0,0,2,3,3,0,0,1,1,1,1,2,2,2,2,1,1,1,0,2,6
636,1,0,0,1,3,1,2,4,0,2,0,0,2,3,3,0,0,2,0,1,0,1,1,2,2,1,1,3,0,1,1
637,1,0,0,1,2,2,3,4,1,2,0,1,1,3,3,0,1,1,1,0,0,2,2,1,1,1,0,0,1,2,6
638,2,0,0,1,1,1,2,4,3,1,0,0,0,3,2,0,0,0,2,0,1,2,1,2,2,0,0,0,0,0,5
639,0,1,0,1,3,0,4,4,4,3,0,1,1,2,3,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,3
640,0,0,0,0,2,2,2,4,0,2,0,0,2,2,3,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,3
641,0,0,0,0,2,2,2,4,0,1,0,0,2,3,3,0,0,2,2,0,1,2,1,1,1,0,1,0,0,1,3
642,1,0,0,0,2,2,0,4,1,1,0,2,2,3,3,0,0,2,1,1,1,2,2,1,1,1,1,1,0,1,5
643,2,0,1,1,3,2,2,4,1,3,0,1,0,3,3,0,0,1,2,1,1,2,0,1,2,1,1,2,1,2,7
644,1,1,0,2,0,1,0,4,1,2,0,0,1,3,2,0,0,2,2,1,0,2,1,1,1,1,0,0,0,1,5
645,1,1,0,2,3,1,2,4,0,1,0,2,0,2,3,0,0,0,1,1,1,2,1,2,2,1,0,0,0,1,7
646,2,0,2,1,4,4,3,4,4,1,0,1,2,3,3,1,1,1,1,1,1,2,2,1,1,1,0,2,0,1,5
647,3,0,2,0,2,0,0,4,0,0,0,0,1,3,2,0,0,0,0,1,1,2,2,2,1,1,1,1,0,1,5
648,1,0,0,1,4,2,2,4,1,3,0,1,1,3,3,1,0,2,0,1,1,1,1,2,2,1,1,2,1,1,1
649,1,0,1,0,3,3,3,3,1,1,0,1,2,3,3,1,0,1,2,1,0,2,2,1,1,1,1,0,1,2,6
650,0,1,0,1,3,2,0,4,0,2,0,0,2,2,3,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,5
651,1,1,1,2,0,0,2,4,4,3,0,0,1,3,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,2
652,1,1,0,0,3,3,0,4,1,2,0,1,0,2,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1
653,1,0,0,0,3,2,0,4,2,1,0,2,1,3,3,1,0,2,0,0,0,2,1,1,1,0,0,0,0,1,6
654,1,0,0,0,3,3,0,4,1,2,0,1,1,3,3,0,0,2,0,0,1,1,1,0,0,0,1,0,0,1,1
655,1,1,0,0,3,3,3,4,1,3,0,2,0,3,3,0,1,1,1,0,1,2,0,1,1,0,1,1,0,1,6
656,1,0,1,0,4,2,4,4,0,2,0,0,1,3,2,0,0,0,1,1,1,2,2,1,1,1,1,1,0,1,5
657,1,0,0,0,2,1,2,4,0,0,0,1,2,3,2,0,0,1,1,0,0,2,1,1,0,0,0,1,0,0,4
658,1,0,0,0,0,0,2,4,0,1,0,0,1,3,3,0,0,2,2,1,1,2,1,2,2,0,0,0,0,1,7
659,0,1,0,1,3,3,2,4,3,2,0,1,1,2,3,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,1
660,2,0,0,2,4,2,4,4,0,1,0,1,1,3,2,0,0,0,1,0,1,1,1,1,1,0,0,1,1,1,4
661,2,0,0,0,2,1,0,4,1,0,0,1,0,2,2,0,0,3,2,1,1,2,1,2,1,0,0,1,0,1,5
662,1,1,1,2,0,0,4,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3
663,1,1,0,0,4,4,3,3,4,1,0,1,1,3,3,0,1,1,2,0,1,2,1,1,2,1,1,0,0,1,6
664,1,0,0,0,3,2,4,4,0,3,1,1,1,3,3,1,0,1,0,0,0,2,2,1,2,1,1,0,0,1,7
665,1,1,0,0,3,3,2,4,2,3,0,2,2,3,3,0,0,1,0,1,1,2,1,1,1,1,1,0,0,1,6
666,1,0,0,2,1,0,3,4,1,1,0,2,2,3,3,1,1,1,0,1,0,2,1,1,0,1,1,0,0,1,7
667,1,1,0,2,4,3,0,4,1,0,0,2,2,3,3,0,1,1,1,1,1,2,1,1,2,1,0,1,0,0,4
668,0,1,0,2,1,2,2,4,1,2,0,1,1,3,3,0,0,2,1,0,1,1,1,0,1,0,0,0,0,1,1
669,1,1,0,0,0,0,2,4,0,0,0,0,1,2,3,0,0,2,2,0,0,1,1,1,1,1,1,0,0,1,1
670,1,0,0,2,3,1,0,4,2,2,0,2,2,2,3,0,0,2,1,0,1,2,2,1,1,1,1,0,0,1,5
671,1,0,0,0,2,2,4,4,1,1,0,1,1,3,2,1,0,2,1,1,0,2,1,1,2,1,1,0,0,1,6
672,1,0,0,2,4,3,4,4,0,2,0,0,0,3,3,0,0,1,2,0,0,2,1,1,0,1,0,0,0,0,4
673,1,0,0,0,3,3,4,0,1,1,0,0,2,3,3,0,0,1,0,0,1,2,0,1,1,0,0,0,0,1,5
674,0,1,0,0,0,1,2,4,0,0,0,0,1,2,3,0,0,1,1,1,1,2,2,2,2,0,1,0,0,1,4
675,1,0,1,0,4,2,3,4,0,1,0,1,1,3,2,0,0,0,0,0,1,2,0,2,2,0,1,0,0,1,4
676,0,0,0,0,3,3,0,4,2,1,0,0,1,2,3,0,0,2,1,0,0,2,1,1,1,0,0,0,0,0,4
677,0,1,0,0,3,2,2,4,1,3,0,1,1,3,3,0,0,2,0,0,1,1,1,1,2,1,0,3,0,1,1
678,1,0,0,1,0,1,2,4,0,2,0,0,1,3,3,1,0,1,3,1,1,2,2,2,2,1,1,1,0,2,5
679,1,0,0,0,3,1,3,4,1,1,1,1,1,3,3,0,0,2,3,1,1,2,1,2,2,1,1,1,0,1,7
680,2,0,0,0,3,4,2,3,1,2,0,0,2,3,2,1,0,2,0,0,0,1,1,1,0,0,0,0,1,2,7
681,1,0,0,1,1,1,2,4,1,1,0,1,1,3,3,0,0,2,1,1,1,2,1,2,2,0,0,0,0,2,5
682,1,0,0,2,3,2,3,4,1,0,0,2,2,3,2,0,0,1,1,0,1,2,1,1,1,0,1,0,1,1,4
683,1,0,0,2,1,1,0,4,0,2,0,0,1,3,3,0,0,2,5,1,0,2,1,2,1,1,1,0,0,1,6
684,0,0,0,2,4,4,3,3,2,1,0,1,1,3,3,0,0,2,3,1,1,2,2,2,1,1,1,0,0,2,6
685,1,0,0,2,2,2,0,4,0,1,0,1,2,3,3,0,0,1,1,0,0,2,1,1,0,0,0,1,0,0,4
686,2,0,1,2,3,2,3,4,2,2,0,1,1,3,2,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,4
687,0,0,0,2,3,3,2,4,2,2,0,1,1,3,3,0,0,2,1,0,0,1,1,0,0,0,0,0,0,1,1
688,1,0,1,0,4,5,2,3,4,0,2,2,2,3,3,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,6
689,2,1,1,2,4,3,3,3,4,3,0,2,2,3,3,0,1,1,1,1,1,2,2,2,1,0,1,0,0,1,7
690,1,0,0,2,4,3,3,2,3,1,0,1,1,3,3,1,0,1,1,1,1,2,2,1,1,1,0,0,0,1,5
691,1,0,0,2,3,2,2,4,1,1,0,2,2,3,3,0,0,2,1,1,1,2,2,2,2,1,1,3,0,1,5
692,1,0,0,2,1,2,2,4,0,0,0,1,1,3,3,0,0,3,0,1,1,2,1,2,2,1,0,0,0,1,5
693,0,1,0,0,4,3,0,0,1,1,0,1,2,3,2,0,0,2,5,0,0,1,1,2,1,0,0,0,0,1,1
694,1,1,0,0,3,3,0,0,1,2,0,1,1,2,3,0,0,1,1,0,0,1,0,1,1,1,1,0,0,1,1
695,1,0,1,2,0,2,2,4,0,2,0,0,2,2,3,0,0,2,1,1,0,2,2,1,1,1,1,3,1,1,3
696,1,0,0,0,1,0,0,4,0,1,0,0,0,2,1,0,0,2,0,1,1,0,2,1,1,1,1,1,0,1,3
697,2,0,0,2,4,4,3,4,4,1,0,1,1,3,3,0,0,1,1,0,1,2,1,1,2,1,1,0,1,1,2
698,0,1,0,0,1,2,2,4,2,3,0,1,1,3,3,0,0,2,2,0,0,2,1,1,1,0,0,0,0,1,1
699,0,1,0,0,4,4,2,2,1,2,0,1,1,3,2,0,0,2,4,0,0,2,1,1,1,0,0,0,0,1,1
700,1,0,0,0,3,2,3,4,1,0,0,0,1,2,3,0,0,0,1,0,0,2,2,1,1,0,1,0,0,1,6
701,1,1,0,0,3,2,2,4,1,2,0,1,1,2,3,0,0,2,0,0,0,1,0,1,1,1,1,1,0,1,1
702,0,0,0,2,2,1,4,4,0,0,0,2,2,3,3,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2
703,1,0,0,0,2,1,4,4,1,3,0,1,1,2,3,0,0,2,3,1,0,2,2,2,1,0,0,0,0,1,6
704,1,0,1,0,2,2,2,4,1,3,0,1,1,2,3,0,0,2,1,0,0,2,1,1,1,0,0,0,0,0,3
705,1,0,0,0,2,1,4,4,0,2,0,2,2,2,2,0,0,2,1,0,0,2,2,1,1,0,1,0,0,0,5
706,1,0,0,2,4,2,3,4,2,1,0,0,2,3,3,1,0,2,1,1,1,2,2,2,1,1,1,1,0,1,6
707,1,0,0,0,1,1,4,4,0,2,1,1,1,3,3,0,1,1,2,0,1,2,1,2,1,0,1,1,0,1,7
708,0,0,0,0,2,1,2,4,1,3,0,1,1,3,1,0,0,1,1,0,0,2,2,1,0,1,0,2,1,0,4
709,1,0,1,0,0,1,2,4,1,3,0,0,0,3,3,1,0,1,1,1,1,2,2,2,2,0,0,0,0,2,6
710,0,1,1,2,0,0,2,4,0,1,0,1,2,3,3,0,0,1,1,0,1,2,1,1,1,0,1,0,0,1,5
711,2,0,0,0,3,3,0,3,4,1,0,1,1,3,2,1,0,1,3,1,1,2,1,2,2,1,1,0,0,1,7
712,1,0,0,0,2,1,0,4,0,2,0,1,2,3,3,1,1,2,0,1,1,2,1,1,2,0,1,0,1,1,6
713,0,1,0,0,3,2,2,2,1,2,0,1,1,2,3,0,0,2,0,0,0,1,0,1,1,1,1,0,0,1,1
714,2,0,0,1,3,3,2,2,1,1,1,1,1,3,2,0,0,1,0,0,0,1,2,1,0,1,1,0,0,1,3
715,1,0,0,2,3,4,4,4,0,1,0,2,2,3,3,0,1,3,1,0,1,2,1,1,1,0,1,0,0,0,5
716,1,1,1,1,3,0,2,4,0,3,0,0,1,3,2,0,0,3,0,0,1,0,0,1,0,0,0,3,0,1,3
717,2,0,0,0,3,2,0,4,1,3,0,1,1,3,3,0,0,1,0,0,0,2,1,0,0,0,0,2,0,0,6
718,1,0,0,2,1,2,2,4,1,2,0,1,1,2,3,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1
719,2,0,0,0,2,2,2,4,2,2,0,2,2,2,2,0,0,2,1,0,1,2,1,1,1,0,0,0,0,1,1
720,1,1,1,0,4,2,3,4,0,1,0,1,1,3,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,4
721,1,0,0,0,3,3,0,0,1,2,0,1,1,2,2,0,0,2,2,0,0,1,0,1,1,1,0,0,0,1,1
722,1,1,0,2,1,1,2,4,0,3,0,1,1,3,3,0,0,1,2,1,0,2,1,1,1,0,1,0,0,2,6
723,1,1,0,0,3,3,2,3,2,1,0,0,1,3,3,0,0,2,2,1,0,0,1,2,1,1,1,0,1,2,4
724,1,0,0,2,0,1,4,2,0,0,0,0,0,3,3,0,0,2,1,0,1,2,1,2,2,0,0,0,0,2,5
725,1,1,0,1,4,3,3,4,1,1,0,1,1,3,3,1,1,1,5,0,0,2,1,2,2,1,1,0,0,2,7
726,2,0,1,0,3,3,0,4,1,0,0,1,1,3,1,0,0,1,1,1,1,1,0,1,1,1,1,3,0,1,3
727,0,1,0,0,3,2,3,4,0,3,0,0,1,2,3,0,0,2,1,0,1,2,1,1,1,1,1,0,0,1,3
728,0,1,0,2,4,4,2,4,3,2,0,1,1,3,2,0,0,2,2,0,0,2,1,1,1,0,0,0,0,1,1
729,1,0,0,2,4,4,4,4,0,1,1,2,2,3,3,1,0,1,0,0,0,2,2,1,0,0,0,0,0,2,4
730,0,1,0,1,4,3,3,4,1,1,0,0,1,3,3,1,0,1,2,0,0,2,1,1,1,0,0,0,0,1,5
731,1,0,0,1,2,1,2,4,1,2,0,2,2,3,3,0,0,2,0,1,1,2,1,1,1,1,1,0,0,1,6
732,1,0,1,2,4,1,3,4,0,3,0,2,2,3,3,0,0,2,1,1,0,2,1,1,1,1,1,0,0,1,2
733,0,0,0,1,3,4,3,3,2,3,0,2,1,3,3,1,0,1,1,1,1,2,1,1,2,1,1,0,0,0,4
734,2,1,0,0,2,2,2,4,1,2,0,1,1,3,3,0,0,2,0,0,1,1,1,0,0,0,0,0,0,1,1
735,0,1,0,0,2,2,4,0,0,1,0,0,0,2,3,0,0,2,2,1,1,2,1,1,1,1,1,0,0,1,4
736,0,0,0,1,3,3,0,4,0,1,0,2,2,3,3,1,0,1,0,1,1,2,1,1,1,0,1,0,0,1,7
737,0,1,0,2,3,3,2,0,1,1,0,1,1,3,3,1,0,1,0,0,0,2,2,1,1,0,1,0,0,2,7
738,1,0,0,2,4,4,2,4,4,0,0,1,1,3,3,1,0,1,0,1,1,2,1,1,1,1,0,0,0,1,6
739,1,0,1,2,0,1,2,4,1,2,0,1,1,3,3,0,0,2,2,0,0,2,1,1,2,1,0,0,0,1,1
740,1,1,0,2,3,1,4,4,2,2,0,1,1,3,3,0,0,1,0,1,1,2,1,0,0,1,0,0,0,0,4
741,1,0,0,2,2,1,2,4,3,2,0,1,1,3,3,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1,7
742,1,1,0,0,2,1,2,4,3,1,0,0,0,2,2,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,3
743,0,1,0,1,1,1,2,4,4,0,0,0,0,2,3,0,1,1,1,0,1,2,1,1,1,0,1,1,0,1,6
744,1,0,0,1,3,2,3,4,1,3,0,0,1,3,2,0,0,0,0,0,1,0,0,1,1,0,0,2,0,2,3
745,1,0,0,1,4,3,0,0,1,1,0,1,2,3,2,0,0,2,5,0,0,1,1,2,1,0,0,0,0,1,1
746,1,0,0,2,3,3,2,2,2,2,0,1,1,2,3,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,1
747,1,1,0,0,3,1,3,4,1,1,0,1,1,3,3,0,0,2,1,0,1,2,2,1,1,1,1,0,0,1,6
748,0,1,0,2,3,3,2,4,3,2,0,1,1,3,3,0,0,0,2,0,1,2,1,2,2,0,0,0,0,1,4
749,1,0,0,2,3,3,0,2,1,2,0,1,1,2,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1
750,0,0,0,2,4,2,2,4,2,2,0,1,1,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,1,1
751,1,1,2,2,2,1,2,4,0,2,0,0,1,3,3,0,0,1,3,0,1,1,1,1,2,0,0,0,0,0,5
752,0,0,0,1,3,2,0,4,2,1,0,0,0,3,3,0,0,1,5,1,1,2,1,2,2,1,1,1,0,2,6
753,1,1,1,0,3,3,4,4,0,1,0,2,2,3,3,0,1,3,0,0,0,2,1,1,0,0,1,0,0,0,5
754,0,1,0,1,1,0,0,4,0,2,0,1,1,2,3,0,0,2,2,0,0,2,2,2,1,1,0,0,0,2,5
755,0,1,0,1,2,1,2,4,0,2,0,0,1,2,3,0,0,3,1,0,0,2,2,1,1,0,1,1,0,1,5
756,1,0,0,1,1,1,4,4,2,2,1,2,2,3,3,0,1,1,2,1,1,2,1,2,1,1,1,1,0,1,7
757,0,1,0,0,4,3,0,0,2,1,2,1,1,2,3,0,0,2,2,1,1,2,1,1,1,1,0,0,1,1,3
758,1,1,0,0,3,4,0,4,3,2,0,2,2,3,3,0,1,0,0,0,0,2,2,1,1,1,1,0,0,1,6
759,0,0,0,1,2,1,2,4,1,1,0,2,2,3,3,0,0,1,5,0,0,0,1,0,0,1,1,1,1,1,7
760,0,1,0,0,3,3,0,4,3,2,0,0,1,3,2,0,0,2,0,0,1,1,1,1,1,0,0,0,0,1,3
761,2,0,0,0,4,1,2,4,4,2,0,2,2,2,3,0,0,0,1,1,1,2,1,2,2,1,0,3,0,1,4
762,1,1,0,0,3,2,3,4,1,2,0,1,1,3,3,0,0,2,0,0,0,2,1,1,0,0,1,3,1,1,6
763,1,0,0,1,3,2,0,4,1,2,0,1,1,2,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1
764,1,0,2,2,4,4,3,3,4,2,0,0,1,3,3,1,1,2,2,1,1,2,1,1,1,1,1,3,0,1,7
765,1,0,1,0,4,3,3,4,4,1,0,2,2,3,3,0,1,1,1,0,0,2,1,1,2,0,0,0,0,1,5
766,1,0,0,0,1,1,4,4,0,2,0,1,1,2,3,0,0,2,0,0,0,2,1,1,1,0,1,0,0,0,3
767,1,1,0,0,4,2,0,4,2,2,0,2,2,2,2,0,0,0,0,0,1,2,1,1,0,0,1,0,0,1,1
768,1,0,0,0,0,1,2,4,1,1,0,0,1,3,2,0,0,2,2,0,1,2,1,1,1,0,1,0,0,1,5
769,1,1,1,0,4,3,0,0,1,0,0,1,2,3,2,0,0,2,5,0,0,1,1,2,1,0,0,0,0,1,1
770,1,1,0,0,4,2,4,4,0,1,0,1,1,0,3,0,0,1,1,1,0,2,2,1,0,1,1,0,0,2,3
771,1,0,0,0,3,2,0,4,2,1,0,1,1,3,3,0,0,1,0,0,1,2,0,1,1,1,0,1,0,1,6
772,0,0,0,1,3,2,2,4,1,2,0,1,1,3,3,0,0,2,0,0,1,1,1,0,0,0,1,0,0,1,1
773,1,1,0,2,2,4,0,3,0,1,0,1,1,3,3,0,0,1,1,1,1,2,0,1,1,0,1,0,0,1,6
774,1,1,0,1,3,2,0,4,4,1,0,0,1,3,2,0,0,1,5,1,1,2,2,1,1,1,1,1,0,2,4
775,1,0,1,2,3,2,2,4,2,3,0,2,2,3,3,0,0,1,1,0,0,2,1,1,1,0,0,0,0,0,3
776,0,0,0,2,4,3,2,3,1,1,0,2,2,3,3,0,0,1,1,1,0,2,1,2,1,0,0,2,0,1,4
777,1,0,0,1,4,4,0,2,2,1,0,0,1,2,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,2
778,0,1,0,2,3,3,3,3,2,1,1,1,1,3,3,0,0,1,0,0,0,2,2,1,0,0,0,0,0,1,5
779,1,0,0,2,2,2,3,4,4,3,0,2,2,3,2,0,0,0,3,0,0,2,1,2,2,1,0,3,1,1,6
780,1,1,0,2,3,3,2,3,3,0,0,1,1,3,2,0,0,2,1,0,0,2,1,1,1,0,0,0,0,1,4
781,1,0,0,0,0,0,2,4,0,1,0,0,1,3,2,1,0,1,1,1,1,2,1,1,1,0,0,1,1,1,5
782,0,1,0,1,1,1,2,4,1,1,0,1,1,3,1,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,4
783,2,0,2,2,2,1,4,4,2,1,0,2,2,2,2,0,0,0,0,0,0,2,1,1,1,1,0,3,0,1,4
784,1,1,0,0,1,0,2,4,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3
785,1,1,0,1,4,3,0,4,0,1,0,1,1,3,3,0,0,0,1,1,0,2,1,1,1,1,0,0,0,1,2
786,1,1,1,2,3,2,2,4,4,2,0,1,1,3,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2
787,1,0,0,2,2,0,4,4,1,2,0,1,1,3,2,1,0,1,3,1,0,2,1,2,2,1,1,0,0,0,7
788,2,0,1,0,1,1,2,4,1,1,0,2,2,3,2,1,0,2,2,1,1,2,1,1,1,0,1,0,1,1,5
789,0,1,0,0,4,4,0,4,1,0,0,1,1,3,2,0,0,1,0,0,0,2,0,1,2,0,0,0,0,1,4
790,2,0,1,1,3,4,3,3,2,3,0,1,1,3,3,0,0,1,2,1,1,2,1,1,1,1,1,1,0,1,6
791,2,0,0,1,4,3,0,4,1,1,0,2,2,2,3,0,0,0,2,1,1,2,1,1,1,1,0,0,0,1,3
792,1,1,1,0,1,0,0,4,0,0,0,2,2,2,3,0,0,2,2,1,1,2,1,1,0,1,1,1,0,1,7
793,1,0,0,1,3,2,0,4,1,3,0,0,2,3,2,0,0,2,1,1,1,2,1,2,2,1,1,0,0,1,7
794,1,0,0,1,0,0,2,4,0,2,0,0,0,2,1,0,0,2,2,0,1,1,1,1,1,0,1,1,0,1,3
795,1,0,1,2,2,3,2,4,0,0,1,1,2,3,3,1,1,0,0,1,1,2,1,2,2,1,0,1,0,2,5
796,1,0,0,0,4,4,0,0,4,2,0,0,2,2,1,0,0,2,0,0,1,1,1,1,1,0,0,1,0,1,2
797,2,0,0,0,3,2,3,4,3,1,0,1,1,3,3,1,0,0,2,0,0,1,2,1,1,1,1,0,1,1,4
798,1,0,1,0,2,0,0,4,1,0,0,1,1,2,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2
799,1,1,0,2,3,3,0,0,1,2,0,2,2,3,3,0,0,1,2,0,1,2,1,1,1,1,1,1,0,1,4
800,0,1,0,2,3,3,3,3,4,1,0,1,1,3,3,1,0,1,1,1,0,2,1,1,1,1,1,0,0,2,6
801,1,0,0,1,1,2,2,4,0,0,1,0,0,2,2,0,0,2,5,0,1,2,1,2,2,1,1,0,0,1,4
802,2,1,0,2,1,2,2,4,1,2,0,1,1,3,3,0,0,2,1,0,1,1,1,0,1,0,0,0,0,1,1
803,1,0,0,2,2,1,0,2,3,1,0,2,2,3,3,0,0,1,1,1,1,1,2,2,2,1,1,0,0,1,7
804,2,0,0,2,3,3,2,4,3,2,0,2,2,3,3,0,0,0,3,0,1,2,1,2,2,0,0,0,0,1,4
805,1,1,2,2,2,1,2,4,1,1,0,2,2,3,2,0,0,0,0,0,0,0,1,1,0,1,0,1,1,2,2
806,2,0,0,0,0,0,2,4,0,0,0,0,1,3,3,0,0,2,2,1,0,1,1,2,2,1,1,1,0,1,1
807,0,1,0,0,4,3,3,4,2,2,0,2,2,3,3,1,1,2,1,1,1,2,0,1,1,1,1,2,1,1,5
808,0,0,0,2,4,3,0,4,1,3,0,2,2,3,3,0,0,2,3,1,1,2,1,1,1,1,0,0,0,1,3
809,2,0,0,1,3,3,3,2,4,2,0,2,2,3,3,0,0,1,1,0,0,2,2,1,1,1,1,2,0,1,6
810,1,0,0,2,2,2,0,4,0,3,0,0,1,2,3,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,3
811,0,1,0,2,2,1,0,4,4,2,0,0,2,3,2,0,0,2,2,0,1,2,1,2,1,1,0,0,0,1,5
812,1,1,1,2,4,3,3,3,1,0,0,1,2,3,3,1,0,2,5,0,0,1,1,2,1,0,1,0,0,1,1
813,1,1,1,0,3,3,4,4,2,2,0,1,1,3,3,0,0,2,2,0,0,1,1,2,2,1,1,0,0,2,4
814,2,0,0,0,0,1,3,4,1,2,0,0,2,3,3,0,1,1,2,1,0,2,1,2,1,1,0,0,0,1,5
815,1,0,0,1,4,1,0,4,0,2,0,2,2,3,3,0,0,2,1,1,0,2,1,1,1,0,1,0,0,1,2
816,1,0,0,1,3,3,2,2,1,2,0,2,2,3,2,0,0,2,4,0,1,2,1,1,1,1,0,0,0,1,1
817,1,1,0,2,3,3,0,2,1,2,0,1,1,2,3,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,1
818,1,1,0,0,3,3,0,0,1,1,0,1,1,2,3,0,0,2,1,0,0,1,0,1,1,0,1,0,0,1,1
819,0,1,0,1,3,2,3,4,4,1,0,1,1,3,3,0,0,1,1,0,0,2,1,1,1,0,1,0,0,1,2
820,0,0,0,2,1,1,2,4,0,2,0,1,1,3,3,1,0,2,2,0,0,2,1,2,1,1,0,0,0,1,6
821,3,1,0,0,3,4,3,4,3,3,0,1,1,3,3,1,1,1,0,1,1,2,2,2,2,1,1,0,0,0,6
822,0,1,0,0,3,3,0,4,0,0,0,2,2,3,3,0,0,1,1,1,1,2,1,2,2,0,0,0,0,0,4
823,0,0,0,1,3,2,2,4,3,1,0,1,1,2,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2
824,1,1,0,0,3,2,4,4,4,1,0,2,2,3,3,0,1,1,0,0,0,2,2,1,1,1,1,0,0,1,5
825,2,1,0,2,4,3,4,4,0,1,0,2,2,3,3,0,1,0,0,0,0,2,1,2,0,1,1,0,0,1,5
826,0,1,0,2,3,2,0,2,1,2,0,1,1,2,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,1
827,0,1,0,0,3,3,2,4,3,2,0,1,1,2,3,0,0,2,1,0,0,1,0,1,1,0,0,0,0,1,1
828,2,0,1,0,3,2,2,4,2,1,0,2,2,3,3,0,1,0,1,1,1,2,2,2,1,0,1,1,0,1,5
829,1,0,1,2,4,4,3,3,3,1,0,2,2,3,3,0,0,1,1,1,0,2,2,1,1,1,1,1,0,2,6
830,2,0,0,1,1,2,4,4,1,3,0,1,2,2,2,0,0,1,0,0,1,2,1,1,1,0,0,1,0,1,4
831,1,0,1,1,1,0,2,4,0,2,0,1,2,3,3,1,0,1,1,1,0,2,0,1,0,0,1,1,0,1,7
832,0,1,0,0,2,2,2,4,0,3,0,0,2,3,3,0,0,1,3,0,1,1,2,2,2,0,0,1,0,0,5
833,1,0,0,2,4,3,4,4,4,2,0,2,2,3,3,0,1,0,3,0,0,2,2,2,1,0,1,0,0,2,5
